"╧.TT" "медекъ" "йнк-бн"
"1620" 127 43304 118182.93095345
"1621" 127 43311 118965.499849872
"1622" 127 43318 106746.343828123
"1623" 127 43325 76707.1168765302
"1624" 127 43332 115187.654812809
"1625" 127 43339 120782.157321958
"1626" 127 43346 125217.00151684
"1627" 127 43353 106635.25804412
"1628" 127 43360 83728.4663164966
"1629" 127 43367 82275.4996707051
"1630" 127 43374 131372.640448883
"1631" 127 43381 94535.0826002796
"1632" 127 43388 72731.3418528115
"1633" 127 43395 96471.3448524985
"1634" 127 43402 127470.055300602
"1635" 127 43409 100059.650798254
"1636" 127 43416 102489.983369987
"1637" 127 43423 86699.5245254809
"1638" 127 43430 103925.114543825
"1639" 127 43437 90692.8218772481
"1640" 127 43444 97791.4557249025
"1641" 127 43451 82716.64772505
"1642" 127 43458 87755.691091122
"1643" 127 43465 118739.032157997
"1644" 127 43472 105576.618594931
"1645" 127 43479 119278.297398501
"1646" 127 43486 102233.444874587
"1647" 127 43493 108412.589741637
"1648" 127 43500 138500.745051711
"1649" 127 43507 79837.1400117052
"1650" 127 43514 108540.076523074
"1651" 127 43521 104712.795854185
"1652" 127 43528 72363.9201870549
"1653" 127 43535 130290.441275196
"1654" 127 43542 70156.6512050032
"1655" 127 43549 101363.204459341
"1656" 127 43556 83168.4682491182
"1657" 127 43563 85996.1688308691
"1658" 127 43570 91014.4144017719
"1659" 127 43577 79314.8999537218
"1660" 127 43584 114994.902099691
"1661" 127 43591 125342.919775088
"1662" 127 43598 78271.2948189948
"1663" 127 43605 61916.6364893137
"1664" 127 43612 99501.2572864426
"1665" 127 43619 105656.007396638
"1666" 127 43626 103655.64537553
"1667" 127 43633 95505.3516102202
"1668" 127 43640 71847.5951337288
"1669" 127 43647 82157.1114381779
"1670" 127 43654 104830.690207945
"1671" 127 43661 107870.150095732
"1672" 127 43668 59218.009784283
"1673" 127 43675 86013.9914399864
"1674" 127 43682 123849.720303684
"1675" 127 43689 90161.1520822523
"1676" 127 43696 111273.547947056
"1677" 127 43703 110778.494544615
"1678" 127 43710 71831.2150757173
"1679" 127 43717 101967.472609583
"1680" 127 43724 68501.6674209592
"1681" 127 43731 105855.043807681
"1682" 127 43738 105480.464369748
"1683" 127 43745 105928.962043953
"1684" 127 43752 117719.116633872
"1685" 127 43759 106617.327533337
"1686" 127 43766 121101.411807704
"1687" 127 43773 91245.745331007
"1688" 127 43780 122918.278937462
"1689" 127 43787 99604.2282648316
"1690" 127 43794 100910.698049414
"1691" 127 43801 82290.0855473579
"1692" 127 43808 79472.2222531319
"1693" 127 43815 97394.0015767939
"1694" 127 43822 80770.2780649307
"1695" 127 43829 90894.1460330956
"1696" 127 43836 102593.003299772
"1697" 155 43101 96159.633069944
"1698" 155 43108 68752.3031901876
"1699" 155 43115 101171.921860577
"1700" 155 43122 90734.2555576975
"1701" 155 43129 40090.6607505879
"1702" 155 43136 110059.380639691
"1703" 155 43143 93597.9118434102
"1704" 155 43150 149246.276962107
"1705" 155 43157 69702.3070005092
"1706" 155 43164 83550.8163642136
"1707" 155 43171 69857.5866297597
"1708" 155 43178 92773.8384501016
"1709" 155 43185 117704.503627436
"1710" 155 43192 59202.3139727098
"1711" 155 43199 90011.2733505676
"1712" 155 43206 92542.176469093
"1713" 155 43213 106754.063700745
"1714" 155 43220 92950.3360972666
"1715" 155 43227 101393.207591771
"1716" 155 43234 96204.7067311508
"1717" 155 43241 80748.3555019036
"1718" 155 43248 145738.654096771
"1719" 155 43255 89627.0898706028
"1720" 155 43262 94091.4128219475
"1721" 155 43269 129960.583255316
"1722" 155 43276 119032.334309746
"1723" 155 43283 112336.351928811
"1724" 155 43290 123411.579980362
"1725" 155 43297 87394.9250552852
"1726" 155 43304 114856.445891517
"1727" 155 43311 72906.0853959755
"1728" 155 43318 99070.6292874538
"1729" 155 43325 130205.61311906
"1730" 155 43332 118719.88773006
"1731" 155 43339 82771.9573492602
"1732" 155 43346 122203.161303106
"1733" 155 43353 108312.716891272
"1734" 155 43360 97035.0778611332
"1735" 155 43367 102352.497006448
"1736" 155 43374 128781.240142996
"1737" 155 43381 91254.0975802172
"1738" 155 43388 113877.885735956
"1739" 155 43395 67233.3436168213
"1740" 155 43402 107546.774353215
"1741" 155 43409 94640.6423591695
"1742" 155 43416 86702.9428105215
"1743" 155 43423 108730.914931142
"1744" 155 43430 65531.6958940063
"1745" 155 43437 86282.0645982336
"1746" 155 43444 106292.496415229
"1747" 155 43451 107705.380408058
"1748" 155 43458 114931.519081617
"1749" 155 43465 86919.4903005255
"1750" 155 43472 107137.098187971
"1751" 155 43479 96697.0623754906
"1752" 155 43486 137421.405228944
"1753" 155 43493 106820.630780108
"1754" 155 43500 107725.446840128
"1755" 155 43507 108465.541697213
"1756" 155 43514 72743.2633899872
"1757" 155 43521 112443.326064506
"1758" 155 43528 112382.461227493
"1759" 155 43535 97398.6242143544
"1760" 155 43542 90754.59637596
"1761" 155 43549 93521.4137662045
"1762" 155 43556 135632.282384098
"1763" 155 43563 116486.662815948
"1764" 155 43570 98164.4231472705
"1765" 155 43577 88029.1426758193
"1766" 155 43584 112777.936275334
"1767" 155 43591 92862.8504323906
"1768" 155 43598 111827.973381223
"1769" 155 43605 153450.463294301
"1770" 155 43612 70732.9766904399
"1771" 155 43619 123302.667024076
"1772" 155 43626 103987.880937723
"1773" 155 43633 98504.7626039903
"1774" 155 43640 117493.233372697
"1775" 155 43647 100146.844577914
"1776" 155 43654 96157.034111573
"1777" 155 43661 104989.436371659
"1778" 155 43668 122051.898418693
"1779" 155 43675 141968.700867472
"1780" 155 43682 110351.098201276
"1781" 155 43689 127412.247682017
"1782" 155 43696 91440.3394818681
"1783" 155 43703 111256.144975229
"1784" 155 43710 91795.2834408609
"1785" 155 43717 73672.2132298896
"1786" 155 43724 134742.558853965
"1787" 155 43731 88485.376035035
"1788" 155 43738 90978.0868575774
"1789" 155 43745 105794.823550792
"1790" 155 43752 62420.3054204888
"1791" 155 43759 90513.2098519281
"1792" 155 43766 101295.18244127
"1793" 155 43773 76806.7567061764
"1794" 155 43780 110365.125054836
"1795" 155 43787 48769.5474132895
"1796" 155 43794 60390.4355290744
"1797" 155 43801 97919.9231119638
"1798" 155 43808 92680.8734041021
"1799" 155 43815 156312.015636002
"1800" 155 43822 158754.656263173
"1801" 155 43829 115353.509549589
"1802" 155 43836 85937.7704086583
"1803" 190 43101 134759.282712119
"1804" 190 43108 89968.4031521609
"1805" 190 43115 72961.7045753988
"1806" 190 43122 89361.2542200691
"1807" 190 43129 57289.0076971257
"1808" 190 43136 70259.3642082141
"1809" 190 43143 93268.2055797252
"1810" 190 43150 116086.015436595
"1811" 190 43157 96657.725205876
"1812" 190 43164 108764.102217945
"1813" 190 43171 65957.2488370421
"1814" 190 43178 124215.030276606
"1815" 190 43185 132963.587484881
"1816" 190 43192 96738.7414256489
"1817" 190 43199 110741.229291687
"1818" 190 43206 113584.046799002
"1819" 190 43213 104372.363333047
"1820" 190 43220 109868.705033375
"1821" 190 43227 90856.5196465416
"1822" 190 43234 115500.232267891
"1823" 190 43241 105261.864407328
"1824" 190 43248 76293.458964785
"1825" 190 43255 145464.515845759
"1826" 190 43262 121468.351327926
"1827" 190 43269 93056.2611186882
"1828" 190 43276 99399.0658993929
"1829" 190 43283 71332.3403955775
"1830" 190 43290 115862.32416758
"1831" 190 43297 112651.487371316
"1832" 190 43304 107109.698777092
"1833" 190 43311 105300.351905023
"1834" 190 43318 72759.5550872051
"1835" 190 43325 141852.857012888
"1836" 190 43332 137392.818564893
"1837" 190 43339 135913.65202659
"1838" 190 43346 87446.9069571181
"1839" 190 43353 94568.5141641245
"1840" 190 43360 100435.96783801
"1841" 190 43367 98709.3132991586
"1842" 190 43374 100724.187460091
"1843" 190 43381 110374.264507769
"1844" 190 43388 119273.749494145
"1845" 190 43395 95681.5653573507
"1846" 190 43402 77772.4474242236
"1847" 190 43409 125266.888800446
"1848" 190 43416 108025.965384583
"1849" 190 43423 80127.9052482972
"1850" 190 43430 77572.7301902981
"1851" 190 43437 98496.1703072854
"1852" 190 43444 76350.1383207605
"1853" 190 43451 115151.617263164
"1854" 190 43458 92072.2166473499
"1855" 190 43465 93049.1764558028
"1856" 190 43472 79465.2228894503
"1857" 190 43479 126415.495102321
"1858" 190 43486 61824.4034762151
"1859" 190 43493 92861.7374371182
"1860" 190 43500 108315.301236167
"1861" 190 43507 93173.6780898064
"1862" 190 43514 70418.3624070797
"1863" 190 43521 116621.851453185
"1864" 190 43528 133270.734313577
"1865" 190 43535 106268.154951158
"1866" 190 43542 73410.0024266072
"1867" 190 43549 122981.756057358
"1868" 190 43556 123808.307362305
"1869" 190 43563 119376.143401168
"1870" 190 43570 162044.572079558
"1871" 190 43577 126920.773694095
"1872" 190 43584 116524.605506239
"1873" 190 43591 76780.4001798257
"1874" 190 43598 84743.7509376604
"1875" 190 43605 78270.556771119
"1876" 190 43612 78261.0941923459
"1877" 190 43619 120663.41529474
"1878" 190 43626 102309.79084436
"1879" 190 43633 137697.893197138
"1880" 190 43640 57184.1359930255
"1881" 190 43647 80530.0847456275
"1882" 190 43654 123796.359879931
"1883" 190 43661 81353.977616012
"1884" 190 43668 64827.1529464331
"1885" 190 43675 93230.9733387712
"1886" 190 43682 123134.478393578
"1887" 190 43689 61706.1296682127
"1888" 190 43696 89409.6212574666
"1889" 190 43703 73428.6205235711
"1890" 190 43710 125397.573561652
"1891" 190 43717 92637.194644257
"1892" 190 43724 90882.6051295097
"1893" 190 43731 126897.996506861
"1894" 190 43738 88463.5939063207
"1895" 190 43745 126799.543977086
"1896" 190 43752 115035.27643597
"1897" 190 43759 76564.1533220654
"1898" 190 43766 122300.979761847
"1899" 190 43773 102864.335760033
"1900" 190 43780 87351.2360197659
"1901" 190 43787 98857.6868360556
"1902" 190 43794 99258.4181401416
"1903" 190 43801 109230.332704393
"1904" 190 43808 126623.847131457
"1905" 190 43815 105883.387029939
"1906" 190 43822 114146.549916551
"1907" 190 43829 70665.5933073692
"1908" 190 43836 117363.206398064
"1909" 218 43101 93223.8525565017
"1910" 218 43108 101065.252906061
"1911" 218 43115 100936.566372353
"1912" 218 43122 83071.5217404976
"1913" 218 43129 140732.872045014
"1914" 218 43136 80633.4548423129
"1915" 218 43143 123402.09216087
"1916" 218 43150 128208.94921789
"1917" 218 43157 90949.7998926479
"1918" 218 43164 109042.853195445
"1919" 218 43171 85310.0422614773
"1920" 218 43178 101257.599525375
"1921" 218 43185 100994.137889046
"1922" 218 43192 107511.780925212
"1923" 218 43199 76811.7809204688
"1924" 218 43206 85427.171466044
"1925" 218 43213 115187.915243134
"1926" 218 43220 95249.3713237932
"1927" 218 43227 109022.012907397
"1928" 218 43234 69726.4520840664
"1929" 218 43241 120105.704251911
"1930" 218 43248 94171.3503540287
"1931" 218 43255 117658.578660359
"1932" 218 43262 123961.065492657
"1933" 218 43269 72647.3247138255
"1934" 218 43276 107212.346300632
"1935" 218 43283 107265.112465685
"1936" 218 43290 144715.152628963
"1937" 218 43297 60712.6821250043
"1938" 218 43304 93313.2429475811
"1939" 218 43311 110577.011683479
"1940" 218 43318 123453.744761942
"1941" 218 43325 99284.4131755242
"1942" 218 43332 117770.552485852
"1943" 218 43339 130158.497449788
"1944" 218 43346 86512.9654074673
"1945" 218 43353 88096.0888594985
"1946" 218 43360 100217.025368553
"1947" 218 43367 124781.862835579
"1948" 218 43374 87976.7183506667
"1949" 218 43381 120918.780690727
"1950" 218 43388 108998.872904813
"1951" 218 43395 96354.5482288717
"1952" 218 43402 109890.444881372
"1953" 218 43409 119630.890876814
"1954" 218 43416 106665.930090082
"1955" 218 43423 95206.3471631306
"1956" 218 43430 132169.485904885
"1957" 218 43437 77436.5393371441
"1958" 218 43444 59373.5006740193
"1959" 218 43451 118738.050126773
"1960" 218 43458 84037.0721567382
"1961" 218 43465 52421.4821766015
"1962" 218 43472 108814.305796555
"1963" 218 43479 100945.425996858
"1964" 218 43486 111440.077601407
"1965" 218 43493 129945.854061969
"1966" 218 43500 92337.3024262468
"1967" 218 43507 92443.7238394264
"1968" 218 43514 101221.017885372
"1969" 218 43521 120006.353330207
"1970" 218 43528 132222.702573348
"1971" 218 43535 120019.179728347
"1972" 218 43542 124631.906931
"1973" 218 43549 62733.0540429803
"1974" 218 43556 101019.844522336
"1975" 218 43563 90971.4517629364
"1976" 218 43570 124780.757798664
"1977" 218 43577 114360.156750805
"1978" 218 43584 102873.168761524
"1979" 218 43591 110330.126123231
"1980" 218 43598 125634.629622718
"1981" 218 43605 116799.522191282
"1982" 218 43612 112962.588396088
"1983" 218 43619 114508.972683341
"1984" 218 43626 89049.2779966326
"1985" 218 43633 93920.5205869076
"1986" 218 43640 79541.611938566
"1987" 218 43647 64564.8223911317
"1988" 218 43654 117477.662281923
"1989" 218 43661 98925.9859648706
"1990" 218 43668 77284.0525771437
"1991" 218 43675 103195.987266073
"1992" 218 43682 84801.8595268475
"1993" 218 43689 94124.1097830343
"1994" 218 43696 112820.772354075
"1995" 218 43703 114358.76877451
"1996" 218 43710 92917.0806219196
"1997" 218 43717 102443.36071788
"1998" 218 43724 155898.125418569
"1999" 218 43731 109162.118773894
"2000" 218 43738 86841.1244220887
"2001" 218 43745 87659.8617196988
"2002" 218 43752 78544.4687885245
"2003" 218 43759 115539.439078445
"2004" 218 43766 55336.5471881834
"2005" 218 43773 68497.1712012354
"2006" 218 43780 98288.5574764318
"2007" 218 43787 73669.2644300995
"2008" 218 43794 89629.9728028366
"2009" 218 43801 98341.2873130997
"2010" 218 43808 116421.310605174
"2011" 218 43815 111558.253283842
"2012" 218 43822 113889.014586895
"2013" 218 43829 80932.6299634734
"2014" 218 43836 103225.288612409
"2015" 14 43101 62021.5120649061
"2016" 14 43108 89714.4360473003
"2017" 14 43115 92742.440125927
"2018" 14 43122 123967.225087224
"2019" 14 43129 76579.0866212091
"2020" 14 43136 105408.182967888
"2021" 14 43143 101816.331910798
"2022" 14 43150 88817.9446518381
"2023" 14 43157 80287.630255386
"2024" 14 43164 102798.163041876
"2025" 14 43171 72976.6736080024
"2026" 14 43178 116802.491698082
"2027" 14 43185 114522.890124917
"2028" 14 43192 121764.750026945
"2029" 14 43199 94285.1298475725
"2030" 14 43206 92548.1100565894
"2031" 14 43213 98694.8223387086
"2032" 14 43220 94331.1704188563
"2033" 14 43227 108332.340961484
"2034" 14 43234 71807.4983749958
"2035" 14 43241 71678.1650047616
"2036" 14 43248 68587.1603378957
"2037" 14 43255 118526.953758243
"2038" 14 43262 59930.9669164522
"2039" 14 43269 148158.964828754
"2040" 14 43276 84737.8685012341
"2041" 14 43283 122835.075329868
"2042" 14 43290 73112.6844491351
"2043" 14 43297 87222.7276460789
"2044" 14 43304 129551.5488615
"2045" 14 43311 117024.972236861
"2046" 14 43318 68758.1182040076
"2047" 14 43325 119051.43046175
"2048" 14 43332 101848.888618347
"2049" 14 43339 89793.0619835712
"2050" 14 43346 98351.909876321
"2051" 14 43353 80053.501643391
"2052" 14 43360 80790.7077166918
"2053" 14 43367 80796.7220779443
"2054" 14 43374 108372.6696449
"2055" 14 43381 97536.4637643884
"2056" 14 43388 96606.8263956136
"2057" 14 43395 99466.9336095309
"2058" 14 43402 114716.511887249
"2059" 14 43409 70796.9699644739
"2060" 14 43416 134009.988760557
"2061" 14 43423 82086.1965043609
"2062" 14 43430 64118.3645607944
"2063" 14 43437 83960.9841136361
"2064" 14 43444 107338.026937113
"2065" 14 43451 84412.651035169
"2066" 14 43458 102110.642353623
"2067" 14 43465 130100.960612337
"2068" 14 43472 112906.79342026
"2069" 14 43479 111253.697964482
"2070" 14 43486 123513.080157237
"2071" 14 43493 108376.433848856
"2072" 14 43500 121196.975209453
"2073" 14 43507 71650.7712595753
"2074" 14 43514 70335.9272098756
"2075" 14 43521 82719.5071225285
"2076" 14 43528 110392.975531472
"2077" 14 43535 90791.3210968835
"2078" 14 43542 72928.3951208644
"2079" 14 43549 108046.076570822
"2080" 14 43556 127647.032179655
"2081" 14 43563 124154.824798445
"2082" 14 43570 68153.2772879729
"2083" 14 43577 113455.522696361
"2084" 14 43584 90219.2390356279
"2085" 14 43591 79360.224726701
"2086" 14 43598 108914.249321867
"2087" 14 43605 85168.6970112536
"2088" 14 43612 109408.958385022
"2089" 14 43619 97305.8638053189
"2090" 14 43626 86875.5235872996
"2091" 14 43633 57266.7614712548
"2092" 14 43640 110965.079032923
"2093" 14 43647 103413.084356584
"2094" 14 43654 129128.202928532
"2095" 14 43661 109856.621777565
"2096" 14 43668 99813.6205563663
"2097" 14 43675 93779.6146871766
"2098" 14 43682 95083.1665918845
"2099" 14 43689 98711.4301936007
"2100" 14 43696 92735.3383813607
"2101" 14 43703 119314.75822305
"2102" 14 43710 97688.2581693537
"2103" 14 43717 76925.1499272646
"2104" 14 43724 147120.442533584
"2105" 14 43731 130437.963149114
"2106" 14 43738 67455.3704906906
"2107" 14 43745 97137.5814074926
"2108" 14 43752 154150.885241085
"2109" 14 43759 80403.2379150138
"2110" 14 43766 56173.76088685
"2111" 14 43773 115551.092687026
"2112" 14 43780 132556.52833305
"2113" 14 43787 90198.9965562269
"2114" 14 43794 106447.077456798
"2115" 14 43801 107553.224672268
"2116" 14 43808 77546.9014459806
"2117" 14 43815 109725.001499376
"2118" 14 43822 116789.603383633
"2119" 14 43829 90201.7168231095
"2120" 14 43836 94869.754009452
"2121" 74 43101 101393.895540771
"2122" 74 43108 110047.971404722
"2123" 74 43115 102850.653492214
"2124" 74 43122 113712.758690194
"2125" 74 43129 105261.876164679
"2126" 74 43136 110176.617128612
"2127" 74 43143 134639.463771671
"2128" 74 43150 86901.4413084079
"2129" 74 43157 83338.8437568004
"2130" 74 43164 120876.244711443
"2131" 74 43171 151498.428093426
"2132" 74 43178 121982.536028241
"2133" 74 43185 90521.941223828
"2134" 74 43192 98539.4492776545
"2135" 74 43199 113901.782335911
"2136" 74 43206 107115.343867618
"2137" 74 43213 61271.0786067883
"2138" 74 43220 116296.682558043
"2139" 74 43227 75601.0749902747
"2140" 74 43234 72423.4537219642
"2141" 74 43241 118562.682606236
"2142" 74 43248 74295.738191414
"2143" 74 43255 99396.5349290595
"2144" 74 43262 98433.230485397
"2145" 74 43269 141399.574902653
"2146" 74 43276 92454.3038476137
"2147" 74 43283 106958.442517828
"2148" 74 43290 84288.7908593937
"2149" 74 43297 108765.373230234
"2150" 74 43304 121029.566353333
"2151" 74 43311 163354.928857431
"2152" 74 43318 51266.4833487469
"2153" 74 43325 118784.57740621
"2154" 74 43332 117767.941974132
"2155" 74 43339 105409.175153658
"2156" 74 43346 100955.432192273
"2157" 74 43353 100767.586831291
"2158" 74 43360 118076.691655226
"2159" 74 43367 104905.157257286
"2160" 74 43374 94424.7716007598
"2161" 74 43381 137649.793599947
"2162" 74 43388 67996.2419075458
"2163" 74 43395 77169.0303264052
"2164" 74 43402 82587.3535159345
"2165" 74 43409 117275.831239483
"2166" 74 43416 144403.419604121
"2167" 74 43423 124640.04245713
"2168" 74 43430 94308.351082099
"2169" 74 43437 105260.285033794
"2170" 74 43444 85312.0536424151
"2171" 74 43451 104910.316556838
"2172" 74 43458 88199.8483804015
"2173" 74 43465 93157.0097543507
"2174" 74 43472 129325.935406652
"2175" 74 43479 74585.4760164283
"2176" 74 43486 96058.21403253
"2177" 74 43493 97272.7354038608
"2178" 74 43500 123387.624481474
"2179" 74 43507 100550.666461078
"2180" 74 43514 115624.650571567
"2181" 74 43521 68878.1613229749
"2182" 74 43528 104225.600818589
"2183" 74 43535 81440.3647987856
"2184" 74 43542 138902.532712095
"2185" 74 43549 90860.715252783
"2186" 74 43556 106281.657325008
"2187" 74 43563 100049.10141979
"2188" 74 43570 117001.919245181
"2189" 74 43577 69430.3918480126
"2190" 74 43584 91902.6617238943
"2191" 74 43591 91456.1249220613
"2192" 74 43598 120706.43682981
"2193" 74 43605 102159.855018933
"2194" 74 43612 62242.2364120507
"2195" 74 43619 117077.339987125
"2196" 74 43626 102906.96514142
"2197" 74 43633 147481.229322368
"2198" 74 43640 101382.647420456
"2199" 74 43647 166119.658224034
"2200" 74 43654 108109.974638699
"2201" 74 43661 101414.834826735
"2202" 74 43668 72757.7506740707
"2203" 74 43675 109169.314289072
"2204" 74 43682 91588.5814929808
"2205" 74 43689 127178.682777255
"2206" 74 43696 109556.70681666
"2207" 74 43703 107859.33041984
"2208" 74 43710 90823.7659615423
"2209" 74 43717 107863.92537777
"2210" 74 43724 93499.8275013765
"2211" 74 43731 116073.736908385
"2212" 74 43738 69830.6277677763
"2213" 74 43745 114152.142052818
"2214" 74 43752 67559.5052622864
"2215" 74 43759 92056.6361909118
"2216" 74 43766 74877.8426141205
"2217" 74 43773 106452.005476005
"2218" 74 43780 106428.766862901
"2219" 74 43787 87626.9264714486
"2220" 74 43794 92929.8243466099
"2221" 74 43801 102308.060033101
"2222" 74 43808 119971.458533872
"2223" 74 43815 99249.6891363854
"2224" 74 43822 135122.268115262
"2225" 74 43829 135897.902103809
"2226" 74 43836 83870.3283099833
"2227" 97 43101 101071.537911097
"2228" 97 43108 75097.8232091197
"2229" 97 43115 80298.2623799125
"2230" 97 43122 114531.15989006
"2231" 97 43129 98004.400735698
"2232" 97 43136 105511.8037994
"2233" 97 43143 131687.772336402
"2234" 97 43150 87910.0346802247
"2235" 97 43157 92833.9454113923
"2236" 97 43164 134953.714465401
"2237" 97 43171 75970.6628272368
"2238" 97 43178 99071.8340406276
"2239" 97 43185 77320.8177549963
"2240" 97 43192 107129.47815886
"2241" 97 43199 91990.2833288678
"2242" 97 43206 130218.246037918
"2243" 97 43213 93866.7766448481
"2244" 97 43220 66061.238538186
"2245" 97 43227 84923.6038169032
"2246" 97 43234 76731.3526206152
"2247" 97 43241 100257.007359755
"2248" 97 43248 86722.4992444058
"2249" 97 43255 97464.762298473
"2250" 97 43262 101081.867292828
"2251" 97 43269 89341.8944001869
"2252" 97 43276 82932.8951700099
"2253" 97 43283 115368.891154624
"2254" 97 43290 122758.237244613
"2255" 97 43297 86475.5673010765
"2256" 97 43304 102428.519041465
"2257" 97 43311 119487.82003357
"2258" 97 43318 111288.826535207
"2259" 97 43325 137683.192219321
"2260" 97 43332 87104.2878182752
"2261" 97 43339 144762.226122875
"2262" 97 43346 62610.7962736625
"2263" 97 43353 109664.084270779
"2264" 97 43360 87343.3618221087
"2265" 97 43367 98642.702305674
"2266" 97 43374 114989.538607514
"2267" 97 43381 84717.1518640257
"2268" 97 43388 104606.741386379
"2269" 97 43395 115155.108631281
"2270" 97 43402 125644.631634462
"2271" 97 43409 79992.2515021655
"2272" 97 43416 115454.748449378
"2273" 97 43423 124069.215861517
"2274" 97 43430 110313.924612359
"2275" 97 43437 118579.405080928
"2276" 97 43444 93692.9673183749
"2277" 97 43451 81103.6371884214
"2278" 97 43458 101193.909070241
"2279" 97 43465 104646.72843121
"2280" 97 43472 54814.7341497149
"2281" 97 43479 94758.6407665283
"2282" 97 43486 96141.5172169829
"2283" 97 43493 116657.015993088
"2284" 97 43500 95533.4777941882
"2285" 97 43507 86398.179609452
"2286" 97 43514 103920.799341415
"2287" 97 43521 88909.0482381978
"2288" 97 43528 107096.712311486
"2289" 97 43535 94256.608424212
"2290" 97 43542 74265.713892326
"2291" 97 43549 71445.5134653515
"2292" 97 43556 113715.083523687
"2293" 97 43563 112195.279262893
"2294" 97 43570 72286.2412021753
"2295" 97 43577 138602.462599211
"2296" 97 43584 127407.561753675
"2297" 97 43591 85712.8738274307
"2298" 97 43598 97696.5961878286
"2299" 97 43605 107744.322412544
"2300" 97 43612 103673.77138897
"2301" 97 43619 113714.425464479
"2302" 97 43626 103742.225987273
"2303" 97 43633 93675.1365605627
"2304" 97 43640 100144.418609972
"2305" 97 43647 110660.653872395
"2306" 97 43654 88042.0933038842
"2307" 97 43661 123251.070307005
"2308" 97 43668 79976.3685973044
"2309" 97 43675 82495.9600973567
"2310" 97 43682 116201.809220643
"2311" 97 43689 148459.002536396
"2312" 97 43696 97099.5740161194
"2313" 97 43703 69339.3169422114
"2314" 97 43710 107927.145321519
"2315" 97 43717 105679.774065982
"2316" 97 43724 103393.175475203
"2317" 97 43731 83486.7687476254
"2318" 97 43738 121355.235799929
"2319" 97 43745 118542.374531784
"2320" 97 43752 83619.2105532728
"2321" 97 43759 83336.7312155906
"2322" 97 43766 102887.827828556
"2323" 97 43773 109287.915755419
"2324" 97 43780 68592.6342861143
"2325" 97 43787 78815.8196125147
"2326" 97 43794 95185.6211176575
"2327" 97 43801 84505.7225941253
"2328" 97 43808 142136.009961194
"2329" 97 43815 59165.3888984354
"2330" 97 43822 105893.483741549
"2331" 97 43829 122328.105604723
"2332" 97 43836 58121.931324955
"2333" 176 43101 112567.633629
"2334" 176 43108 118253.128831277
"2335" 176 43115 50165.2550501731
"2336" 176 43122 128502.261620438
"2337" 176 43129 149083.803324418
"2338" 176 43136 99779.3419491466
"2339" 176 43143 78419.2265065733
"2340" 176 43150 100637.371104193
"2341" 176 43157 112469.78685789
"2342" 176 43164 79621.4347617908
"2343" 176 43171 109927.964777085
"2344" 176 43178 98593.5630327222
"2345" 176 43185 157509.123863476
"2346" 176 43192 94216.5581686905
"2347" 176 43199 76142.2555807788
"2348" 176 43206 91083.6089133576
"2349" 176 43213 95477.3843122775
"2350" 176 43220 94019.7768316099
"2351" 176 43227 110476.478791624
"2352" 176 43234 116494.512237529
"2353" 176 43241 115575.739498507
"2354" 176 43248 97362.610230853
"2355" 176 43255 120418.1535049
"2356" 176 43262 90113.7394684087
"2357" 176 43269 105382.982268238
"2358" 176 43276 110478.889288575
"2359" 176 43283 110543.776328479
"2360" 176 43290 60643.9975208534
"2361" 176 43297 103664.477565826
"2362" 176 43304 114568.036623317
"2363" 176 43311 106285.78660216
"2364" 176 43318 102075.721438583
"2365" 176 43325 89591.3646099089
"2366" 176 43332 115034.266862782
"2367" 176 43339 51559.781597371
"2368" 176 43346 104114.194159037
"2369" 176 43353 107824.657976136
"2370" 176 43360 118304.255049865
"2371" 176 43367 78567.6226351179
"2372" 176 43374 129712.189106961
"2373" 176 43381 90295.3201285434
"2374" 176 43388 97204.1129255404
"2375" 176 43395 119112.483275574
"2376" 176 43402 109892.365880965
"2377" 176 43409 96432.1563267601
"2378" 176 43416 91895.0486683751
"2379" 176 43423 73711.4994646224
"2380" 176 43430 101341.537966589
"2381" 176 43437 129689.646884609
"2382" 176 43444 97723.2588160576
"2383" 176 43451 124858.995704082
"2384" 176 43458 109704.588476081
"2385" 176 43465 107882.148560719
"2386" 176 43472 103341.371417341
"2387" 176 43479 117990.366913166
"2388" 176 43486 115816.463260102
"2389" 176 43493 59923.0748649764
"2390" 176 43500 68999.8967899228
"2391" 176 43507 114056.665745467
"2392" 176 43514 74161.4393388509
"2393" 176 43521 87500.6262087929
"2394" 176 43528 91294.6735603223
"2395" 176 43535 106797.042613559
"2396" 176 43542 78568.7365773392
"2397" 176 43549 102064.826672266
"2398" 176 43556 49222.6293553588
"2399" 176 43563 87321.3164013339
"2400" 176 43570 104605.891563914
"2401" 176 43577 86826.4359618978
"2402" 176 43584 89396.8647345269
"2403" 176 43591 108406.741514672
"2404" 176 43598 131488.893807142
"2405" 176 43605 127498.539305433
"2406" 176 43612 93825.4400407706
"2407" 176 43619 79827.1757835592
"2408" 176 43626 100316.525916503
"2409" 176 43633 112855.566651064
"2410" 176 43640 57745.7793246439
"2411" 176 43647 111741.832495202
"2412" 176 43654 86625.9592513199
"2413" 176 43661 83504.9440132518
"2414" 176 43668 64267.7941663117
"2415" 176 43675 59226.6854951158
"2416" 176 43682 109560.552991614
"2417" 176 43689 91203.9328684998
"2418" 176 43696 91337.1234156238
"2419" 176 43703 102634.442273354
"2420" 176 43710 112359.608186158
"2421" 176 43717 103023.341461746
